image_name,pose_name,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Boat_Pose_or_Paripurna_Navasana__image_117.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6059622168540955,0.4315640926361084,0.583992600440979,0.43118491768836975,0.47859686613082886,0.34190133213996887,0.46947377920150757,0.34728389978408813,0.3787081837654114,0.22595244646072388,0.382442831993103,0.23604613542556763,0.5207103490829468,0.7500268816947937,0.5144144892692566,0.7161833047866821,0.4077715277671814,0.5203834176063538,0.40777888894081116,0.5059674382209778,0.31041398644447327,0.2772076427936554,0.31808793544769287,0.2837037444114685
Boat_Pose_or_Paripurna_Navasana__image_118.jpg,Boat_Pose_or_Paripurna_Navasana_,0.27765291929244995,0.38247957825660706,0.16479253768920898,0.41454270482063293,0.445390909910202,0.4464097321033478,0.37726548314094543,0.4905662536621094,0.6324325203895569,0.4396008849143982,0.5857583284378052,0.4776015877723694,0.38793760538101196,0.6920961141586304,0.3262791335582733,0.7264081239700317,0.5285012125968933,0.44228583574295044,0.44581037759780884,0.4522143006324768,0.8266533613204956,0.47201547026634216,0.7377208471298218,0.5054080486297607
Boat_Pose_or_Paripurna_Navasana__image_12.jpg,Boat_Pose_or_Paripurna_Navasana_,0.3251788318157196,0.45821696519851685,0.2937513589859009,0.46599942445755005,0.46874383091926575,0.5226640701293945,0.45055121183395386,0.5158979892730713,0.6030943393707275,0.5145491361618042,0.6112639904022217,0.5046014785766602,0.45874544978141785,0.7614079713821411,0.4362741708755493,0.779565691947937,0.6041625142097473,0.5117596983909607,0.5979214906692505,0.4948473572731018,0.7968467473983765,0.3006625771522522,0.7962214350700378,0.29655033349990845
Boat_Pose_or_Paripurna_Navasana__image_120.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6119709014892578,0.4327790439128876,0.658462643623352,0.4288364350795746,0.47458434104919434,0.31171494722366333,0.5070860981941223,0.32647207379341125,0.37050625681877136,0.148788720369339,0.41218364238739014,0.1734064817428589,0.4989737868309021,0.8266539573669434,0.5356636047363281,0.777528703212738,0.3894135653972626,0.5027726292610168,0.44030556082725525,0.48110339045524597,0.2918337881565094,0.22934333980083466,0.3166525959968567,0.28117749094963074
Boat_Pose_or_Paripurna_Navasana__image_121.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6696000695228577,0.6228616237640381,0.6576167941093445,0.5320947766304016,0.5577101707458496,0.5890107750892639,0.5507945418357849,0.5142319798469543,0.46096959710121155,0.5311907529830933,0.46326950192451477,0.4658171236515045,0.4823530316352844,0.6559149622917175,0.48154914379119873,0.5901809930801392,0.3312675654888153,0.5399215221405029,0.33457958698272705,0.5212951898574829,0.1658467799425125,0.4561185836791992,0.17114557325839996,0.4513206481933594
Boat_Pose_or_Paripurna_Navasana__image_123.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6353262066841125,0.45725834369659424,0.5714668035507202,0.4557661712169647,0.6227315664291382,0.6752998232841492,0.520513653755188,0.5987294316291809,0.49708130955696106,0.5911749601364136,0.463977187871933,0.6052876114845276,0.532261312007904,0.7947813272476196,0.5043269991874695,0.7536048293113708,0.35627686977386475,0.5729895830154419,0.343866229057312,0.5687043070793152,0.26779258251190186,0.7612978219985962,0.14338840544223785,0.6213868260383606
Boat_Pose_or_Paripurna_Navasana__image_124.jpg,Boat_Pose_or_Paripurna_Navasana_,0.35166314244270325,0.41376417875289917,0.24141255021095276,0.467702716588974,0.509110689163208,0.46396034955978394,0.36571699380874634,0.5133476853370667,0.6857317686080933,0.41251081228256226,0.5040047764778137,0.4791674017906189,0.47198572754859924,0.7544264793395996,0.4122808575630188,0.8010885119438171,0.5601646900177002,0.44203928112983704,0.5145269632339478,0.4632899761199951,0.7863243818283081,0.4661724269390106,0.7797618508338928,0.4907252788543701
Boat_Pose_or_Paripurna_Navasana__image_125.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6768741011619568,0.6734760999679565,0.6895545125007629,0.5719210505485535,0.5415318012237549,0.528268039226532,0.5713613629341125,0.47706297039985657,0.44609931111335754,0.45251697301864624,0.46780312061309814,0.40705543756484985,0.43913331627845764,0.6572219729423523,0.46112993359565735,0.5962579846382141,0.2940059304237366,0.6157559752464294,0.3060043752193451,0.5815334916114807,0.15807051956653595,0.5785128474235535,0.1716236174106598,0.5655903816223145
Boat_Pose_or_Paripurna_Navasana__image_126.jpg,Boat_Pose_or_Paripurna_Navasana_,0.24262654781341553,0.41359078884124756,0.1437649428844452,0.4503176808357239,0.3986895978450775,0.4882029891014099,0.3421998918056488,0.5578142404556274,0.5585450530052185,0.4801812469959259,0.5320775508880615,0.5247220396995544,0.34074345231056213,0.7531223893165588,0.29250234365463257,0.7924158573150635,0.42180731892585754,0.42723503708839417,0.4033547341823578,0.44416776299476624,0.6770204901695251,0.44577842950820923,0.6719832420349121,0.45985347032546997
Boat_Pose_or_Paripurna_Navasana__image_128.jpg,Boat_Pose_or_Paripurna_Navasana_,0.5873497128486633,0.4799371063709259,0.5913218855857849,0.4951489269733429,0.483049213886261,0.4705362319946289,0.4931847155094147,0.47574087977409363,0.39366307854652405,0.40678393840789795,0.4113873541355133,0.41498467326164246,0.4817447364330292,0.6850322484970093,0.4912145137786865,0.6720768809318542,0.3927478790283203,0.5214967131614685,0.4102309048175812,0.5190012454986572,0.2942376434803009,0.3834112584590912,0.30490991473197937,0.3908948600292206
Boat_Pose_or_Paripurna_Navasana__image_129.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6328163743019104,0.5090987086296082,0.5827119946479797,0.4850561320781708,0.28417763113975525,0.45122483372688293,0.2926090359687805,0.44821709394454956,0.19217349588871002,0.2729718089103699,0.18742606043815613,0.28105267882347107,0.4739236831665039,0.8314213752746582,0.45018142461776733,0.8044820427894592,0.28796660900115967,0.5257095694541931,0.280778706073761,0.5043038725852966,0.07520738989114761,0.2717369794845581,0.1095142588019371,0.28181663155555725
Boat_Pose_or_Paripurna_Navasana__image_13.jpg,Boat_Pose_or_Paripurna_Navasana_,0.29604488611221313,0.48891183733940125,0.19518032670021057,0.5132381319999695,0.4624801576137543,0.5453744530677795,0.3679297864437103,0.5398381352424622,0.6023023128509521,0.512602686882019,0.5526306629180908,0.49789395928382874,0.43399396538734436,0.7834383845329285,0.36313319206237793,0.8169378638267517,0.618757963180542,0.5888936519622803,0.5743620991706848,0.6039397716522217,0.7930836081504822,0.3702775835990906,0.7853361964225769,0.3562659025192261
Boat_Pose_or_Paripurna_Navasana__image_130.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7072777152061462,0.5208390355110168,0.6497761607170105,0.4834287464618683,0.52312833070755,0.4125446379184723,0.48009878396987915,0.4020470082759857,0.36025482416152954,0.30169764161109924,0.338949590921402,0.293306827545166,0.5195521116256714,0.8788602948188782,0.49657031893730164,0.8112203478813171,0.3281315863132477,0.557482123374939,0.32745030522346497,0.5353575944900513,0.1316908597946167,0.23858028650283813,0.1398429125547409,0.23663276433944702
Boat_Pose_or_Paripurna_Navasana__image_131.jpg,Boat_Pose_or_Paripurna_Navasana_,0.32794156670570374,0.5906515121459961,0.33387646079063416,0.6082254648208618,0.4751822054386139,0.5915281772613525,0.49639779329299927,0.589805006980896,0.6134370565414429,0.557314395904541,0.6599705815315247,0.5585725903511047,0.517934262752533,0.6766928434371948,0.5366473197937012,0.6977430582046509,0.5394739508628845,0.5338218808174133,0.573000967502594,0.5334818959236145,0.6859813928604126,0.40552282333374023,0.6993021965026855,0.39764586091041565
Boat_Pose_or_Paripurna_Navasana__image_133.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7795978784561157,0.5339741110801697,0.7494077086448669,0.4569746255874634,0.6504929661750793,0.5180970430374146,0.6425206065177917,0.44262969493865967,0.5362529158592224,0.4661620557308197,0.5386112332344055,0.39976707100868225,0.6471707224845886,0.7667272686958313,0.6375523209571838,0.7029918432235718,0.5099948048591614,0.5925612449645996,0.5111960172653198,0.5601434111595154,0.3512074053287506,0.443263977766037,0.3537898063659668,0.43207260966300964
Boat_Pose_or_Paripurna_Navasana__image_134.jpg,Boat_Pose_or_Paripurna_Navasana_,0.42921966314315796,0.4534645676612854,0.3295586407184601,0.46623694896698,0.5037317276000977,0.41728273034095764,0.3985731601715088,0.4212905168533325,0.5683345794677734,0.3357906639575958,0.5085871815681458,0.3202430009841919,0.4907042980194092,0.7000053524971008,0.4314540922641754,0.7219422459602356,0.5770045518875122,0.5570599436759949,0.53291255235672,0.5785182118415833,0.7072163820266724,0.4550689160823822,0.6636313796043396,0.4406563341617584
Boat_Pose_or_Paripurna_Navasana__image_136.jpg,Boat_Pose_or_Paripurna_Navasana_,0.19092093408107758,0.28125232458114624,0.14687955379486084,0.2994770109653473,0.32113033533096313,0.3981095850467682,0.32506027817726135,0.402950257062912,0.47243407368659973,0.4598225951194763,0.532843828201294,0.44024354219436646,0.30603721737861633,0.5344571471214294,0.28113457560539246,0.5617298483848572,0.5687655806541443,0.4526398777961731,0.5715315937995911,0.44553035497665405,0.8448217511177063,0.3837640881538391,0.8481410145759583,0.38348785042762756
Boat_Pose_or_Paripurna_Navasana__image_137.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7820200324058533,0.5750703811645508,0.6958440542221069,0.4867965579032898,0.6187754273414612,0.6918691396713257,0.5442978739738464,0.5295670628547668,0.44528281688690186,0.7061605453491211,0.40521737933158875,0.5388560891151428,0.5564039349555969,0.7869988083839417,0.5398265719413757,0.707319974899292,0.3933698236942291,0.5294650197029114,0.3898172676563263,0.5060564875602722,0.1869862675666809,0.3382812738418579,0.18461810052394867,0.32948046922683716
Boat_Pose_or_Paripurna_Navasana__image_138.jpg,Boat_Pose_or_Paripurna_Navasana_,0.624466598033905,0.422527551651001,0.4148864448070526,0.39977842569351196,0.5960448980331421,0.5016735792160034,0.366179883480072,0.4813591241836548,0.5877824425697327,0.5441818833351135,0.3373894989490509,0.5210411548614502,0.5435552000999451,0.6055806875228882,0.40883976221084595,0.5871613621711731,0.5114815831184387,0.6411262154579163,0.4046480655670166,0.6176947951316833,0.4169652462005615,0.8102050423622131,0.33134666085243225,0.8013624548912048
Boat_Pose_or_Paripurna_Navasana__image_139.jpg,Boat_Pose_or_Paripurna_Navasana_,0.5588047504425049,0.45520421862602234,0.5106298923492432,0.46885886788368225,0.6874949336051941,0.5013200044631958,0.6628429889678955,0.5191909074783325,0.8074035048484802,0.475533664226532,0.8053398132324219,0.49588367342948914,0.622052788734436,0.81949782371521,0.6011769771575928,0.8670937418937683,0.7776190042495728,0.6092984676361084,0.7713733315467834,0.6324774622917175,0.9528871178627014,0.3838997483253479,0.9554718732833862,0.3845864534378052
Boat_Pose_or_Paripurna_Navasana__image_14.jpg,Boat_Pose_or_Paripurna_Navasana_,0.8049567341804504,0.6895556449890137,0.7960521578788757,0.63259357213974,0.6404416561126709,0.6874051690101624,0.6441852450370789,0.6548245549201965,0.5165918469429016,0.6233662962913513,0.5226706266403198,0.607162594795227,0.548835039138794,0.7496278882026672,0.5560055375099182,0.7109994292259216,0.40787461400032043,0.5300809741020203,0.3528284728527069,0.6011672019958496,0.2433086633682251,0.5422313809394836,0.13117875158786774,0.5111777782440186
Boat_Pose_or_Paripurna_Navasana__image_143.jpg,Boat_Pose_or_Paripurna_Navasana_,0.766151487827301,0.4320937693119049,0.729166567325592,0.4340378940105438,0.6046516299247742,0.363903671503067,0.5911747813224792,0.3279228210449219,0.48779913783073425,0.2556573450565338,0.47399091720581055,0.22894957661628723,0.6902520060539246,0.7844336032867432,0.6606539487838745,0.7579838037490845,0.4929817020893097,0.5739337801933289,0.575025737285614,0.48642072081565857,0.322041392326355,0.3400726616382599,0.4489150941371918,0.3147476315498352
Boat_Pose_or_Paripurna_Navasana__image_146.jpg,Boat_Pose_or_Paripurna_Navasana_,0.351581335067749,0.42531412839889526,0.284595251083374,0.48118022084236145,0.5040913224220276,0.4372551739215851,0.4571015238761902,0.4832283556461334,0.6814029216766357,0.41438066959381104,0.6450858116149902,0.45655784010887146,0.501006007194519,0.6645181775093079,0.4707685112953186,0.7099701166152954,0.6476583480834961,0.4778548777103424,0.6313941478729248,0.5095242857933044,0.8224298357963562,0.28647032380104065,0.8247026801109314,0.28595608472824097
Boat_Pose_or_Paripurna_Navasana__image_147.jpg,Boat_Pose_or_Paripurna_Navasana_,0.8271709084510803,0.5619819760322571,0.7877361178398132,0.5075721740722656,0.6619996428489685,0.5545299649238586,0.6203420758247375,0.5496866106987,0.5034049153327942,0.5508269667625427,0.4932360351085663,0.5138409733772278,0.6189307570457458,0.7881245613098145,0.5926169157028198,0.7249828577041626,0.3719700872898102,0.6403798460960388,0.37372109293937683,0.6018397808074951,0.14057843387126923,0.4564805328845978,0.1370151937007904,0.4429231584072113
Boat_Pose_or_Paripurna_Navasana__image_148.jpg,Boat_Pose_or_Paripurna_Navasana_,0.3530029356479645,0.4949195384979248,0.33328378200531006,0.5098482370376587,0.4988138675689697,0.522268533706665,0.5045800805091858,0.5295642018318176,0.6251663565635681,0.47727254033088684,0.6572367548942566,0.4853763282299042,0.5069934129714966,0.7564445734024048,0.4927806258201599,0.7995162606239319,0.6267709136009216,0.5018229484558105,0.6315277218818665,0.5037149786949158,0.8507514595985413,0.38290002942085266,0.8582438230514526,0.3882637917995453
Boat_Pose_or_Paripurna_Navasana__image_149.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6897169947624207,0.42177972197532654,0.6564978361129761,0.41984817385673523,0.45858004689216614,0.3498351275920868,0.4311865568161011,0.3501904010772705,0.2497999370098114,0.29390615224838257,0.24378132820129395,0.3032244145870209,0.5276241898536682,0.7763048410415649,0.5187209844589233,0.7526550889015198,0.374767541885376,0.4756188690662384,0.3719770014286041,0.4727032780647278,0.17672038078308105,0.2471071034669876,0.18713368475437164,0.2488442212343216
Boat_Pose_or_Paripurna_Navasana__image_15.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7643060684204102,0.5871469974517822,0.7110470533370972,0.5316306948661804,0.6001719832420349,0.5946758985519409,0.5830249190330505,0.5442432761192322,0.4469270706176758,0.5702138543128967,0.46849870681762695,0.5255380868911743,0.5749580264091492,0.7134177684783936,0.5576021671295166,0.6689627170562744,0.4854308068752289,0.491690993309021,0.48948168754577637,0.47357141971588135,0.2725086808204651,0.5124985575675964,0.27182114124298096,0.5021428465843201
Boat_Pose_or_Paripurna_Navasana__image_150.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7823649048805237,0.5169511437416077,0.7393639087677002,0.4692016541957855,0.6396068930625916,0.711769700050354,0.6219029426574707,0.6179805397987366,0.5058411955833435,0.6213934421539307,0.5019050240516663,0.5778452157974243,0.6114822626113892,0.8564981818199158,0.597851037979126,0.7892500162124634,0.4833928346633911,0.501863956451416,0.4833316504955292,0.4720399081707001,0.25416114926338196,0.562320351600647,0.24766331911087036,0.5301259160041809
Boat_Pose_or_Paripurna_Navasana__image_151.jpg,Boat_Pose_or_Paripurna_Navasana_,0.3583619296550751,0.4826332628726959,0.34904032945632935,0.494037926197052,0.4511936604976654,0.5880547761917114,0.4616525173187256,0.5979127287864685,0.5313894748687744,0.6109251976013184,0.5628968477249146,0.6230455040931702,0.44913503527641296,0.7303963303565979,0.4430648982524872,0.7648033499717712,0.5425885915756226,0.5590653419494629,0.5357768535614014,0.5626797080039978,0.6924232840538025,0.44859007000923157,0.6915960311889648,0.4465942978858948
Boat_Pose_or_Paripurna_Navasana__image_152.jpg,Boat_Pose_or_Paripurna_Navasana_,0.23996976017951965,0.6757801175117493,0.2211630642414093,0.7271658778190613,0.3765563368797302,0.7044172286987305,0.36517012119293213,0.7526444792747498,0.4823364317417145,0.6894857883453369,0.4882439970970154,0.7197741270065308,0.46306341886520386,0.770185649394989,0.4579133987426758,0.8063367009162903,0.6509943604469299,0.6928232312202454,0.6494213938713074,0.6943899393081665,0.8507751226425171,0.6633857488632202,0.8563326597213745,0.667483389377594
Boat_Pose_or_Paripurna_Navasana__image_154.jpg,Boat_Pose_or_Paripurna_Navasana_,0.236139714717865,0.48360827565193176,0.2199295610189438,0.5107414722442627,0.3393210768699646,0.4991833567619324,0.3529667556285858,0.5068619251251221,0.44055694341659546,0.47154343128204346,0.4786698520183563,0.4907703399658203,0.3522634208202362,0.6831488013267517,0.35897648334503174,0.7240977883338928,0.45250192284584045,0.5212477445602417,0.4750525951385498,0.5323764681816101,0.576187789440155,0.35162875056266785,0.5833595395088196,0.3501676023006439
Boat_Pose_or_Paripurna_Navasana__image_156.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6197258830070496,0.6409215927124023,0.5998353362083435,0.6308088898658752,0.54292893409729,0.6745323538780212,0.522518515586853,0.6587573289871216,0.4694335460662842,0.6689998507499695,0.4586072862148285,0.6473323702812195,0.5340831875801086,0.8000051975250244,0.5232251286506653,0.7757166624069214,0.45986077189445496,0.6739859580993652,0.45646533370018005,0.6626313328742981,0.35947686433792114,0.5785453915596008,0.36155471205711365,0.5715616345405579
Boat_Pose_or_Paripurna_Navasana__image_157.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7393288016319275,0.4439045190811157,0.7199666500091553,0.3826364278793335,0.5623406171798706,0.48182377219200134,0.563238263130188,0.4228076934814453,0.4217042326927185,0.46357637643814087,0.4166226089000702,0.39701423048973083,0.5666612386703491,0.8368422389030457,0.5677855014801025,0.7599096298217773,0.4184570610523224,0.4581577181816101,0.426392525434494,0.43881815671920776,0.1907186657190323,0.43291351199150085,0.19213612377643585,0.41440802812576294
Boat_Pose_or_Paripurna_Navasana__image_159.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6712871193885803,0.6021257638931274,0.6729285717010498,0.5444779396057129,0.45217153429985046,0.5728215575218201,0.48217037320137024,0.5647037029266357,0.2573181688785553,0.5333210825920105,0.30532941222190857,0.5277772545814514,0.40112948417663574,0.7827197909355164,0.41837993264198303,0.7339432835578918,0.24554863572120667,0.44876858592033386,0.2719460129737854,0.4737033545970917,0.15499505400657654,0.2546231746673584,0.17115406692028046,0.20363487303256989
Boat_Pose_or_Paripurna_Navasana__image_16.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6820992231369019,0.5955439805984497,0.6421955227851868,0.5626354217529297,0.5473082661628723,0.6512992978096008,0.522728443145752,0.614170253276825,0.4256935715675354,0.6486684083938599,0.42073869705200195,0.6117020845413208,0.5456466674804688,0.8203526139259338,0.5321895480155945,0.7814876437187195,0.4418482184410095,0.5770677328109741,0.4453074038028717,0.5630314946174622,0.2600392699241638,0.5748538970947266,0.266392320394516,0.5641657114028931
Boat_Pose_or_Paripurna_Navasana__image_161.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6854194402694702,0.7064134478569031,0.6586019396781921,0.6821284294128418,0.5970158576965332,0.7643600106239319,0.585835337638855,0.7361742258071899,0.5080142021179199,0.7543029189109802,0.508080005645752,0.7307052612304688,0.5963713526725769,0.8937482237815857,0.579396665096283,0.8613921999931335,0.48132988810539246,0.7815425992012024,0.49016523361206055,0.7517582178115845,0.3777763247489929,0.6738455295562744,0.38077694177627563,0.6683319211006165
Boat_Pose_or_Paripurna_Navasana__image_165.jpg,Boat_Pose_or_Paripurna_Navasana_,0.7777563333511353,0.6905606985092163,0.7963099479675293,0.3859613239765167,0.5975922346115112,0.6720057129859924,0.611579179763794,0.3507535755634308,0.4249928891658783,0.6556187868118286,0.43507587909698486,0.301190584897995,0.5164579153060913,0.5521942973136902,0.5282293558120728,0.42953169345855713,0.305710107088089,0.45367199182510376,0.33326300978660583,0.39986908435821533,0.11780820786952972,0.3558240234851837,0.12528488039970398,0.30513009428977966
Boat_Pose_or_Paripurna_Navasana__image_166.jpg,Boat_Pose_or_Paripurna_Navasana_,0.6324607133865356,0.4068642258644104,0.6295850872993469,0.4063389003276825,0.7323945760726929,0.6137564182281494,0.7082207798957825,0.5922883749008179,0.8374809622764587,0.8421321511268616,0.7544277310371399,0.7227609753608704,0.44790127873420715,0.731817901134491,0.45213082432746887,0.7053562998771667,0.27677199244499207,0.4738769233226776,0.2816780209541321,0.4628986716270447,0.0906757116317749,0.25595951080322266,0.0942135751247406,0.253724068403244
